hhid,eligible_members,formal_savers,informal_savers,savings_responses,savings_answered,savings_target,bank_access_count,mobile_money_access_count,assisted_banking_count,any_bank_access,any_mobile_money_access,any_assisted_banking,household_size,members_with_age,head_indiv,head_sex_code,head_age,state_code,lga_code,zone_code,urban_rural_code,state_name,working_age_members,members_any_work,members_income_activity,members_helped_income_activity,reported_main_job_earnings,total_reported_main_job_earnings,employment_rate,digital_age10_members,mobile_access_count,internet_access_count,any_mobile_access,any_internet_access,asset_items_listed,asset_types_owned,total_units_owned,total_current_asset_value,income_source_types_listed,income_source_types_received,total_reported_income_sources
19079,1,0,0,1,1,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,85.0,1.0,107.0,4.0,2.0,Abia,1,1,0,0,1,5000.0,1.0,1,1,0,1,0,42,4,4.0,29500.0,7,0,0.0
19080,5,0,1,5,5,1,1,0,1,1,0,1,6.0,6.0,1.0,2.0,44.0,1.0,107.0,4.0,2.0,Abia,6,3,0,0,3,72300.0,0.5,5,2,1,1,1,42,8,10.0,110800.0,7,0,0.0
19081,3,2,2,3,3,1,1,0,0,1,0,0,3.0,3.0,1.0,2.0,64.0,1.0,107.0,4.0,2.0,Abia,3,3,0,0,3,250000.0,1.0,3,3,1,1,1,42,8,16.0,107000.0,7,0,0.0
19082,1,1,1,1,1,1,1,0,0,1,0,0,1.0,1.0,1.0,2.0,58.0,1.0,107.0,4.0,2.0,Abia,1,1,0,0,1,70000.0,1.0,1,1,0,1,0,42,12,24.0,263500.0,7,0,0.0
19084,3,1,3,3,3,1,1,0,0,1,0,0,6.0,6.0,1.0,1.0,59.0,1.0,107.0,4.0,2.0,Abia,6,2,0,0,2,90000.0,0.3333333333333333,4,4,0,1,0,42,9,24.0,94700.0,7,0,0.0
19085,2,1,2,2,2,1,2,1,1,1,1,1,2.0,2.0,1.0,1.0,79.0,1.0,109.0,4.0,2.0,Abia,2,2,0,0,2,13000.0,1.0,2,1,0,1,0,42,11,16.0,38100.0,7,0,0.0
19087,1,1,1,1,1,1,1,0,0,1,0,0,3.0,3.0,2.0,2.0,41.0,1.0,109.0,4.0,2.0,Abia,3,1,0,0,1,5000.0,0.3333333333333333,2,1,0,1,0,42,7,8.0,23500.0,7,0,0.0
19088,3,2,2,3,3,1,3,0,0,1,0,0,4.0,4.0,1.0,1.0,64.0,1.0,109.0,4.0,2.0,Abia,4,4,0,0,4,142000.0,1.0,4,3,1,1,1,42,21,34.0,200300.0,7,0,0.0
19089,2,1,2,2,2,1,1,0,0,1,0,0,3.0,3.0,1.0,2.0,67.0,1.0,109.0,4.0,2.0,Abia,2,1,0,0,0,0.0,0.5,2,2,1,1,1,42,10,20.0,176600.0,7,0,0.0
19091,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,70.0,1.0,109.0,4.0,2.0,Abia,1,1,0,0,1,20000.0,1.0,1,1,1,1,1,42,11,14.0,207300.0,7,0,0.0
19092,2,2,2,2,2,1,2,2,2,1,1,1,5.0,5.0,1.0,1.0,37.0,1.0,109.0,4.0,2.0,Abia,4,2,0,0,2,14000.0,0.5,3,3,0,1,0,42,15,24.0,257500.0,7,0,0.0
19093,2,2,1,2,2,1,2,2,2,1,1,1,5.0,5.0,1.0,2.0,63.0,1.0,109.0,4.0,2.0,Abia,4,2,0,0,1,40000.0,0.5,2,2,1,1,1,42,7,13.0,90300.0,7,0,0.0
19094,4,3,4,4,4,1,3,0,0,1,0,0,4.0,4.0,2.0,2.0,63.0,1.0,109.0,4.0,2.0,Abia,4,4,0,0,3,280000.0,1.0,4,4,3,1,1,42,12,32.0,340300.0,7,0,0.0
19095,3,2,3,3,3,1,2,0,0,1,0,0,8.0,8.0,2.0,2.0,68.0,1.0,109.0,4.0,2.0,Abia,7,3,0,0,2,180000.0,0.42857142857142855,4,3,2,1,1,42,11,25.0,326000.0,7,0,0.0
19096,1,0,1,1,1,1,0,0,0,0,0,0,2.0,2.0,1.0,2.0,61.0,1.0,109.0,4.0,2.0,Abia,2,1,0,0,0,0.0,0.5,2,2,0,1,0,42,5,11.0,46200.0,7,0,0.0
19097,2,2,2,2,2,1,1,1,1,1,1,1,6.0,6.0,1.0,1.0,39.0,1.0,109.0,4.0,2.0,Abia,5,1,1,0,2,25000.0,0.2,4,4,0,1,0,42,6,10.0,56200.0,7,1,10000.0
19098,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,58.0,1.0,109.0,4.0,2.0,Abia,1,1,0,0,0,0.0,1.0,1,1,0,1,0,42,5,7.0,31700.0,7,0,0.0
19099,4,3,3,4,4,1,3,3,2,1,1,1,4.0,4.0,2.0,2.0,45.0,1.0,109.0,4.0,2.0,Abia,4,1,0,0,1,5000.0,0.25,4,4,1,1,1,42,13,23.0,265000.0,7,0,0.0
19100,3,2,2,3,3,1,2,0,1,1,0,1,6.0,6.0,1.0,1.0,62.0,1.0,109.0,4.0,2.0,Abia,5,2,0,0,2,12500.0,0.4,5,3,3,1,1,42,12,21.0,92200.0,7,0,0.0
19101,3,3,3,3,3,1,3,0,0,1,0,0,3.0,3.0,1.0,1.0,74.0,1.0,109.0,4.0,2.0,Abia,3,3,0,0,3,30000.0,1.0,3,3,3,1,1,42,8,11.0,23500.0,7,0,0.0
19103,1,1,1,1,1,1,1,0,0,1,0,0,1.0,1.0,1.0,2.0,59.0,1.0,109.0,4.0,2.0,Abia,1,1,0,0,1,5000.0,1.0,1,1,1,1,1,42,6,8.0,34500.0,7,0,0.0
19104,4,4,4,4,4,1,4,0,0,1,0,0,5.0,5.0,1.0,1.0,73.0,1.0,109.0,4.0,2.0,Abia,5,4,0,0,4,41000.0,0.8,4,4,2,1,1,42,9,17.0,57800.0,7,0,0.0
19105,4,3,3,4,4,1,2,0,0,1,0,0,6.0,6.0,1.0,1.0,59.0,1.0,109.0,4.0,2.0,Abia,6,3,0,0,2,210000.0,0.5,5,5,1,1,1,42,9,21.0,220400.0,7,0,0.0
19106,4,2,3,4,4,1,2,0,0,1,0,0,5.0,5.0,6.0,1.0,73.0,1.0,109.0,4.0,2.0,Abia,5,2,0,0,2,190000.0,0.4,4,3,2,1,1,42,9,18.0,262100.0,7,0,0.0
19107,1,0,1,1,1,1,0,0,0,0,0,0,2.0,2.0,1.0,2.0,76.0,1.0,109.0,4.0,2.0,Abia,2,1,0,0,0,0.0,0.5,1,1,0,1,0,42,5,7.0,42000.0,7,0,0.0
19110,3,3,3,3,3,1,2,2,2,1,1,1,4.0,4.0,1.0,2.0,54.0,1.0,109.0,4.0,2.0,Abia,3,3,0,0,3,120000.0,1.0,3,3,2,1,1,42,7,8.0,136400.0,7,0,0.0
19111,1,0,0,1,1,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,61.0,1.0,109.0,4.0,2.0,Abia,1,1,0,0,1,15000.0,1.0,1,1,0,1,0,42,3,4.0,29500.0,7,0,0.0
19112,2,1,2,2,2,1,2,0,0,1,0,0,1.0,1.0,2.0,2.0,75.0,1.0,109.0,4.0,2.0,Abia,2,2,0,0,2,10000.0,1.0,2,2,1,1,1,42,10,15.0,76300.0,7,0,0.0
19113,1,0,1,1,1,1,0,0,0,0,0,0,2.0,2.0,1.0,2.0,86.0,1.0,109.0,4.0,2.0,Abia,2,1,0,0,1,5000.0,0.5,1,1,0,1,0,42,7,9.0,53000.0,7,0,0.0
19115,5,3,3,5,5,1,3,0,0,1,0,0,7.0,7.0,1.0,1.0,46.0,1.0,109.0,4.0,2.0,Abia,7,4,0,0,4,102000.0,0.5714285714285714,5,5,3,1,1,42,15,32.0,242500.0,7,0,0.0
19116,2,0,0,2,2,0,0,0,0,0,0,0,2.0,2.0,2.0,2.0,51.0,1.0,109.0,4.0,2.0,Abia,2,1,0,0,1,25000.0,0.5,2,2,0,1,0,42,8,13.0,72500.0,7,0,0.0
19117,4,2,2,4,4,1,2,2,1,1,1,1,5.0,5.0,1.0,1.0,64.0,1.0,109.0,4.0,2.0,Abia,5,2,0,0,1,45000.0,0.4,5,5,0,1,0,42,11,20.0,193000.0,7,0,0.0
19118,5,2,2,5,5,1,4,1,0,1,1,0,,,,,,,,,,,5,4,0,0,4,11000.0,0.8,5,5,3,1,1,42,14,17.0,575000.0,7,1,10000.0
19119,4,2,4,4,4,1,2,1,0,1,1,0,4.0,4.0,1.0,1.0,90.0,1.0,109.0,4.0,2.0,Abia,7,4,0,0,3,155000.0,0.5714285714285714,6,6,1,1,1,42,6,21.0,54200.0,7,0,0.0
19120,1,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,1.0,2.0,54.0,1.0,109.0,4.0,2.0,Abia,1,1,0,0,1,35000.0,1.0,1,1,0,1,0,42,5,12.0,36200.0,7,0,0.0
19121,2,1,0,2,2,1,1,2,2,1,1,1,2.0,2.0,1.0,1.0,32.0,1.0,110.0,4.0,2.0,Abia,3,2,0,0,2,15000.0,0.6666666666666666,2,2,2,1,1,42,8,12.0,194000.0,7,0,0.0
19122,3,0,0,3,3,0,0,0,0,0,0,0,5.0,5.0,1.0,1.0,39.0,1.0,110.0,4.0,2.0,Abia,5,4,0,0,2,13000.0,0.8,4,0,0,0,0,42,4,10.0,35500.0,7,0,0.0
19123,2,0,0,2,2,0,0,0,0,0,0,0,2.0,2.0,2.0,2.0,60.0,1.0,110.0,4.0,2.0,Abia,2,2,0,0,2,6000.0,1.0,2,2,0,1,0,42,4,5.0,11000.0,7,0,0.0
19124,2,2,2,2,2,1,0,0,1,0,0,1,3.0,3.0,101.0,1.0,84.0,1.0,110.0,4.0,2.0,Abia,3,3,0,0,3,17000.0,1.0,3,3,0,1,0,42,4,5.0,14700.0,7,0,0.0
19125,1,1,1,1,1,1,0,0,1,0,0,1,1.0,1.0,1.0,2.0,82.0,1.0,110.0,4.0,2.0,Abia,1,1,0,0,1,5000.0,1.0,1,1,0,1,0,42,3,5.0,13000.0,7,0,0.0
19126,1,1,1,1,1,1,0,0,1,0,0,1,1.0,1.0,1.0,2.0,76.0,1.0,110.0,4.0,2.0,Abia,1,1,0,0,1,5000.0,1.0,1,1,0,1,0,42,3,4.0,10000.0,7,0,0.0
19127,2,2,2,2,2,1,0,0,2,0,0,1,2.0,2.0,1.0,1.0,76.0,1.0,110.0,4.0,2.0,Abia,2,2,0,0,2,12000.0,1.0,2,2,0,1,0,42,3,4.0,12000.0,7,0,0.0
19129,2,1,0,2,2,1,1,0,0,1,0,0,2.0,2.0,1.0,1.0,75.0,1.0,110.0,4.0,2.0,Abia,2,1,0,0,1,8000.0,0.5,2,2,0,1,0,42,4,7.0,48500.0,7,1,84000.0
19130,1,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,1.0,2.0,68.0,1.0,110.0,4.0,2.0,Abia,1,1,0,0,1,8000.0,1.0,1,0,0,0,0,42,3,3.0,45500.0,7,1,5000.0
19131,2,0,0,2,2,0,1,2,1,1,1,1,6.0,6.0,1.0,1.0,41.0,1.0,110.0,4.0,2.0,Abia,5,2,0,0,0,0.0,0.4,3,2,0,1,0,42,5,12.0,75500.0,7,1,5000.0
19133,6,4,1,6,6,1,4,4,4,1,1,1,7.0,7.0,1.0,1.0,53.0,1.0,111.0,4.0,2.0,Abia,7,2,0,0,2,25000.0,0.2857142857142857,7,5,5,1,1,42,8,20.0,85500.0,7,0,0.0
19135,4,4,0,4,4,1,4,4,4,1,1,1,4.0,4.0,1.0,2.0,62.0,1.0,111.0,4.0,2.0,Abia,4,2,0,0,2,32000.0,0.5,4,3,3,1,1,42,12,29.0,130500.0,7,0,0.0
19136,3,0,0,3,3,0,0,0,0,0,0,0,3.0,3.0,1.0,2.0,89.0,1.0,111.0,4.0,2.0,Abia,3,2,0,0,2,25000.0,0.6666666666666666,3,1,0,1,0,42,5,9.0,14500.0,7,0,0.0
19137,3,3,0,3,3,1,3,3,3,1,1,1,5.0,5.0,1.0,2.0,49.0,1.0,111.0,4.0,2.0,Abia,5,1,0,0,1,12000.0,0.2,5,3,3,1,1,42,7,17.0,76000.0,7,0,0.0
19138,2,0,2,2,2,1,2,0,0,1,0,0,3.0,3.0,1.0,1.0,71.0,1.0,111.0,4.0,2.0,Abia,3,2,0,0,2,5000.0,0.6666666666666666,3,3,0,1,0,42,9,15.0,82000.0,7,0,0.0
19139,2,0,2,2,2,1,2,1,0,1,1,0,2.0,2.0,1.0,2.0,47.0,1.0,111.0,4.0,2.0,Abia,3,3,0,0,3,10000.0,1.0,3,3,1,1,1,42,8,11.0,55700.0,7,0,0.0
19140,2,0,2,2,2,1,2,0,0,1,0,0,1.0,1.0,1.0,1.0,64.0,1.0,111.0,4.0,2.0,Abia,2,2,0,0,2,4000.0,1.0,2,2,1,1,1,42,6,8.0,49000.0,7,0,0.0
19141,4,3,0,4,4,1,3,1,1,1,1,1,3.0,3.0,1.0,2.0,75.0,1.0,111.0,4.0,2.0,Abia,4,3,0,0,3,35000.0,0.75,4,3,1,1,1,42,9,15.0,169000.0,7,2,30000.0
19143,2,1,0,2,2,1,1,1,0,1,1,0,4.0,4.0,1.0,1.0,46.0,1.0,111.0,4.0,2.0,Abia,4,2,0,0,2,45000.0,0.5,4,1,0,1,0,42,5,7.0,22500.0,7,1,3000.0
19144,2,1,0,2,2,1,1,1,1,1,1,1,2.0,2.0,1.0,2.0,99.0,1.0,111.0,4.0,2.0,Abia,2,1,0,0,0,0.0,0.5,2,1,0,1,0,42,5,6.0,32000.0,7,2,70000.0
19146,2,2,2,2,2,1,2,2,2,1,1,1,5.0,5.0,1.0,1.0,39.0,1.0,112.0,4.0,2.0,Abia,4,2,0,0,2,20000.0,0.5,2,2,0,1,0,42,16,25.0,350500.0,7,0,0.0
19147,3,1,2,3,3,1,2,0,0,1,0,0,4.0,4.0,1.0,1.0,54.0,1.0,112.0,4.0,2.0,Abia,4,2,0,0,2,7000.0,0.5,3,3,3,1,1,42,12,20.0,47400.0,7,0,0.0
19148,2,2,2,2,2,1,2,2,2,1,1,1,4.0,4.0,1.0,1.0,40.0,1.0,112.0,4.0,2.0,Abia,3,2,0,0,2,35000.0,0.6666666666666666,2,2,1,1,1,42,9,11.0,173500.0,7,0,0.0
19149,3,3,3,3,3,1,3,0,1,1,0,1,3.0,3.0,1.0,1.0,33.0,1.0,112.0,4.0,2.0,Abia,3,3,0,0,3,18000.0,1.0,3,3,3,1,1,42,7,13.0,54000.0,7,0,0.0
19150,2,1,2,2,2,1,2,0,0,1,0,0,4.0,4.0,2.0,1.0,61.0,1.0,112.0,4.0,2.0,Abia,4,2,0,0,2,15000.0,0.5,4,2,2,1,1,42,14,22.0,63000.0,7,0,0.0
19151,2,2,2,2,2,1,2,0,1,1,0,1,6.0,6.0,1.0,1.0,57.0,1.0,112.0,4.0,2.0,Abia,6,2,0,0,2,4000.0,0.3333333333333333,4,2,2,1,1,42,14,21.0,84500.0,7,0,0.0
19152,1,1,1,1,1,1,1,0,0,1,0,0,1.0,1.0,1.0,1.0,43.0,1.0,112.0,4.0,2.0,Abia,1,1,0,0,1,150000.0,1.0,1,1,1,1,1,42,10,15.0,160800.0,7,0,0.0
19153,3,2,2,3,3,1,2,0,0,1,0,0,7.0,7.0,1.0,1.0,50.0,1.0,112.0,4.0,2.0,Abia,6,2,0,0,2,160000.0,0.3333333333333333,5,5,2,1,1,42,7,16.0,115800.0,7,0,0.0
19158,4,2,1,4,4,1,2,2,2,1,1,1,7.0,7.0,1.0,1.0,67.0,1.0,112.0,4.0,2.0,Abia,7,1,0,0,1,15000.0,0.14285714285714285,7,7,0,1,0,42,11,21.0,89700.0,7,0,0.0
19159,2,1,1,2,2,1,1,1,0,1,1,0,3.0,3.0,2.0,2.0,60.0,1.0,112.0,4.0,2.0,Abia,3,1,0,0,0,0.0,0.3333333333333333,3,3,0,1,0,42,7,12.0,52000.0,7,0,0.0
19160,4,1,2,4,4,1,2,0,0,1,0,0,5.0,5.0,1.0,1.0,48.0,1.0,112.0,4.0,2.0,Abia,5,2,0,0,2,22000.0,0.4,4,2,0,1,0,42,7,13.0,26300.0,7,0,0.0
19161,1,1,1,1,1,1,1,0,0,1,0,0,1.0,1.0,1.0,1.0,41.0,1.0,112.0,4.0,2.0,Abia,1,1,0,0,1,15000.0,1.0,1,1,1,1,1,42,7,9.0,28000.0,7,0,0.0
19163,2,1,2,2,2,1,2,0,0,1,0,0,6.0,6.0,1.0,1.0,44.0,1.0,112.0,4.0,2.0,Abia,6,2,0,0,2,30000.0,0.3333333333333333,4,2,2,1,1,42,9,14.0,20000.0,7,0,0.0
19164,3,0,0,3,3,0,0,0,0,0,0,0,3.0,3.0,1.0,2.0,76.0,1.0,112.0,4.0,2.0,Abia,3,2,0,0,2,7000.0,0.6666666666666666,3,3,0,1,0,42,9,14.0,82500.0,7,1,20000.0
19165,1,0,0,1,1,0,0,0,0,0,0,0,2.0,2.0,1.0,1.0,85.0,1.0,112.0,4.0,2.0,Abia,2,0,0,0,0,0.0,0.0,2,2,0,1,0,42,3,4.0,16400.0,7,0,0.0
19166,3,3,3,3,3,1,2,2,2,1,1,1,6.0,6.0,1.0,1.0,48.0,1.0,112.0,4.0,2.0,Abia,6,3,0,0,0,0.0,0.5,4,4,2,1,1,42,12,35.0,360300.0,7,0,0.0
19167,1,1,1,1,1,1,1,0,0,1,0,0,1.0,1.0,1.0,2.0,61.0,1.0,112.0,4.0,2.0,Abia,1,0,0,0,0,0.0,0.0,1,1,0,1,0,42,5,12.0,42000.0,7,0,0.0
19168,1,1,1,1,1,1,0,0,0,0,0,0,3.0,3.0,2.0,2.0,40.0,1.0,112.0,4.0,2.0,Abia,3,1,0,0,1,60000.0,0.3333333333333333,2,2,0,1,0,42,7,15.0,80500.0,7,0,0.0
19169,5,2,2,5,5,1,2,2,2,1,1,1,6.0,6.0,1.0,1.0,55.0,1.0,113.0,4.0,2.0,Abia,6,3,0,0,2,25000.0,0.5,6,4,3,1,1,42,10,17.0,157500.0,7,0,0.0
19170,3,3,3,3,3,1,3,0,0,1,0,0,4.0,4.0,1.0,2.0,58.0,1.0,113.0,4.0,2.0,Abia,4,3,0,0,3,36000.0,0.75,4,3,1,1,1,42,13,22.0,129500.0,7,0,0.0
19173,2,0,2,2,2,1,0,0,0,0,0,0,5.0,5.0,1.0,1.0,50.0,1.0,113.0,4.0,2.0,Abia,5,2,0,0,1,120000.0,0.4,2,2,0,1,0,42,8,17.0,232600.0,7,0,0.0
19174,2,1,0,2,2,1,1,1,1,1,1,1,6.0,6.0,1.0,1.0,42.0,1.0,113.0,4.0,2.0,Abia,6,2,0,0,2,35000.0,0.3333333333333333,5,2,1,1,1,42,10,16.0,196000.0,7,0,0.0
19175,1,0,0,1,1,0,1,0,0,1,0,0,2.0,2.0,1.0,1.0,86.0,1.0,113.0,4.0,2.0,Abia,2,0,0,0,0,0.0,0.0,2,2,1,1,1,42,15,43.0,2988400.0,7,3,635000.0
19177,2,0,2,2,2,1,2,0,0,1,0,0,3.0,3.0,1.0,1.0,58.0,1.0,113.0,4.0,2.0,Abia,3,2,0,0,2,8000.0,0.6666666666666666,3,3,0,1,0,42,12,17.0,145000.0,7,0,0.0
19178,3,0,3,3,3,1,2,0,1,1,0,1,2.0,2.0,1.0,1.0,59.0,1.0,113.0,4.0,2.0,Abia,3,2,0,0,3,5000.0,0.6666666666666666,3,3,0,1,0,42,5,10.0,29000.0,7,0,0.0
19179,4,2,2,4,4,1,2,0,1,1,0,1,7.0,7.0,1.0,1.0,51.0,1.0,113.0,4.0,2.0,Abia,7,3,0,0,3,27000.0,0.42857142857142855,6,2,0,1,0,42,17,26.0,173300.0,7,0,0.0
19180,4,3,4,4,4,1,3,3,0,1,1,0,1.0,1.0,2.0,2.0,53.0,32.0,3221.0,5.0,2.0,Rivers,4,3,0,0,3,290000.0,0.75,4,4,3,1,1,42,11,29.0,322500.0,7,1,126000.0
19181,4,1,1,4,4,1,1,1,0,1,1,0,8.0,8.0,1.0,1.0,51.0,1.0,113.0,4.0,2.0,Abia,6,2,0,0,0,0.0,0.3333333333333333,6,2,1,1,1,42,5,10.0,46800.0,7,0,0.0
19182,3,1,1,3,3,1,1,1,1,1,1,1,6.0,6.0,1.0,1.0,41.0,1.0,113.0,4.0,2.0,Abia,6,1,0,0,0,0.0,0.16666666666666666,5,5,2,1,1,42,7,11.0,71300.0,7,0,0.0
19183,1,0,0,1,1,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,77.0,1.0,113.0,4.0,2.0,Abia,1,0,0,0,0,0.0,0.0,1,1,0,1,0,42,4,5.0,26500.0,7,0,0.0
19184,1,1,1,1,1,1,1,0,0,1,0,0,2.0,2.0,1.0,1.0,44.0,1.0,113.0,4.0,2.0,Abia,2,1,0,0,1,7000.0,0.5,2,1,1,1,1,42,11,15.0,81500.0,7,0,0.0
19185,2,0,2,2,2,1,0,0,0,0,0,0,2.0,2.0,1.0,1.0,75.0,1.0,113.0,4.0,2.0,Abia,2,2,0,0,2,10000.0,1.0,2,2,0,1,0,42,11,16.0,46000.0,7,0,0.0
19186,2,1,2,2,2,1,1,0,1,1,0,1,3.0,3.0,1.0,1.0,72.0,1.0,113.0,4.0,2.0,Abia,3,2,0,0,2,30000.0,0.6666666666666666,3,1,0,1,0,42,8,12.0,29800.0,7,0,0.0
19187,3,0,1,3,3,1,0,0,0,0,0,0,3.0,3.0,1.0,1.0,60.0,1.0,113.0,4.0,2.0,Abia,3,3,0,0,3,23000.0,1.0,3,1,0,1,0,42,8,12.0,20300.0,7,0,0.0
19188,5,3,4,5,5,1,2,0,0,1,0,0,8.0,8.0,1.0,1.0,50.0,1.0,113.0,4.0,2.0,Abia,8,4,0,0,1,150000.0,0.5,7,6,0,1,0,42,5,20.0,52500.0,7,0,0.0
19191,2,1,1,2,2,1,1,0,0,1,0,0,2.0,2.0,4.0,2.0,81.0,1.0,113.0,4.0,2.0,Abia,2,2,0,0,0,0.0,1.0,2,1,0,1,0,42,6,13.0,52000.0,7,0,0.0
19192,3,1,3,3,3,1,2,0,0,1,0,0,4.0,4.0,1.0,1.0,84.0,1.0,113.0,4.0,2.0,Abia,4,2,0,0,1,80000.0,0.5,3,3,0,1,0,42,13,35.0,460700.0,7,1,62000.0
19193,2,2,2,2,2,1,2,0,0,1,0,0,5.0,5.0,1.0,1.0,48.0,1.0,113.0,4.0,2.0,Abia,5,2,0,0,2,12000.0,0.4,4,2,2,1,1,42,15,23.0,116000.0,7,0,0.0
19194,2,2,2,2,2,1,2,0,2,1,0,1,3.0,3.0,1.0,1.0,86.0,1.0,113.0,4.0,2.0,Abia,3,2,0,0,2,6000.0,0.6666666666666666,2,2,0,1,0,42,13,22.0,70800.0,7,0,0.0
19195,1,0,1,1,1,1,1,0,0,1,0,0,1.0,1.0,1.0,2.0,54.0,1.0,113.0,4.0,2.0,Abia,1,1,0,0,1,5000.0,1.0,1,1,1,1,1,42,11,15.0,28000.0,7,2,15000.0
19196,3,2,2,3,3,1,2,2,2,1,1,1,4.0,4.0,1.0,1.0,48.0,1.0,113.0,4.0,2.0,Abia,4,2,0,0,2,130000.0,0.5,4,4,2,1,1,42,18,28.0,383500.0,7,0,0.0
19197,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,88.0,1.0,113.0,4.0,2.0,Abia,1,0,0,0,0,0.0,0.0,1,1,1,1,1,42,17,33.0,688000.0,7,1,200000.0
19198,2,2,2,2,2,1,2,2,2,1,1,1,4.0,4.0,1501.0,1.0,40.0,1.0,113.0,4.0,2.0,Abia,3,2,0,0,2,35000.0,0.6666666666666666,3,3,0,1,0,42,10,13.0,77400.0,7,0,0.0
19199,1,1,1,1,1,1,1,1,0,1,1,0,1.0,1.0,1.0,2.0,27.0,1.0,113.0,4.0,2.0,Abia,1,1,0,0,1,40000.0,1.0,1,1,1,1,1,42,7,10.0,100800.0,7,0,0.0
19201,1,1,0,1,1,1,1,0,0,1,0,0,1.0,1.0,1.0,2.0,32.0,32.0,3221.0,5.0,2.0,Rivers,1,1,0,0,1,55000.0,1.0,1,1,1,1,1,42,6,10.0,108500.0,7,0,0.0
19202,1,1,1,1,1,1,1,1,0,1,1,0,4.0,4.0,1.0,1.0,37.0,1.0,113.0,4.0,2.0,Abia,3,1,0,0,1,150000.0,0.3333333333333333,1,1,1,1,1,42,14,26.0,402100.0,7,0,0.0
19204,2,1,2,2,2,1,1,0,1,1,0,1,5.0,5.0,1.0,1.0,51.0,1.0,113.0,4.0,2.0,Abia,4,2,0,0,1,15000.0,0.5,4,4,0,1,0,42,6,12.0,64000.0,7,0,0.0
19205,4,1,1,4,4,1,2,2,3,1,1,1,9.0,9.0,1.0,1.0,40.0,1.0,115.0,4.0,1.0,Abia,8,2,0,0,1,70000.0,0.25,6,2,2,1,1,42,10,14.0,69500.0,7,0,0.0
19206,3,2,0,3,3,1,2,2,2,1,1,1,6.0,6.0,1.0,1.0,50.0,1.0,115.0,4.0,1.0,Abia,5,3,0,0,2,10000.0,0.6,5,2,2,1,1,42,8,15.0,129500.0,7,0,0.0
19208,4,0,1,4,4,1,2,0,0,1,0,0,5.0,5.0,1.0,1.0,70.0,1.0,115.0,4.0,1.0,Abia,4,3,0,0,4,13000.0,0.75,4,2,0,1,0,42,4,7.0,28000.0,7,1,28500.0
19209,4,0,3,4,4,1,3,1,2,1,1,1,8.0,8.0,1.0,1.0,32.0,1.0,115.0,4.0,1.0,Abia,6,3,0,0,2,4000.0,0.5,4,4,1,1,1,42,6,14.0,51400.0,7,1,28500.0
19211,4,0,3,4,4,1,2,0,1,1,0,1,6.0,6.0,1.0,1.0,50.0,1.0,115.0,4.0,1.0,Abia,6,4,0,0,4,8000.0,0.6666666666666666,5,5,3,1,1,42,11,18.0,550000.0,7,0,0.0
19214,4,3,0,4,4,1,3,4,0,1,1,0,5.0,5.0,1.0,1.0,72.0,1.0,115.0,4.0,1.0,Abia,5,2,0,0,1,15000.0,0.4,5,4,1,1,1,42,5,9.0,63000.0,7,1,120000.0
19215,3,1,0,3,3,1,3,3,1,1,1,1,4.0,4.0,1.0,1.0,83.0,1.0,115.0,4.0,1.0,Abia,4,2,0,0,0,0.0,0.5,3,3,1,1,1,42,8,17.0,87000.0,7,1,50000.0
19218,5,0,3,5,5,1,5,3,0,1,1,0,5.0,5.0,1.0,1.0,66.0,1.0,115.0,4.0,1.0,Abia,5,3,0,0,3,69000.0,0.6,5,5,3,1,1,42,14,23.0,473000.0,7,0,0.0
19222,3,0,2,3,3,1,2,0,0,1,0,0,7.0,7.0,1.0,1.0,42.0,1.0,115.0,4.0,1.0,Abia,6,2,0,0,2,11000.0,0.3333333333333333,6,6,3,1,1,42,12,16.0,177500.0,7,0,0.0
19224,3,0,2,3,3,1,3,0,0,1,0,0,5.0,5.0,1.0,1.0,40.0,1.0,115.0,4.0,1.0,Abia,4,3,0,0,3,27000.0,0.75,3,3,0,1,0,42,10,14.0,81300.0,7,0,0.0
19225,3,0,1,3,3,1,2,1,0,1,1,0,4.0,4.0,1.0,1.0,47.0,1.0,115.0,4.0,1.0,Abia,5,2,0,0,3,6500.0,0.4,4,4,2,1,1,42,12,15.0,147500.0,7,0,0.0
19226,2,0,0,2,2,0,1,1,0,1,1,0,5.0,5.0,1.0,1.0,45.0,1.0,115.0,4.0,1.0,Abia,5,1,0,0,1,18000.0,0.2,3,1,0,1,0,42,5,8.0,31500.0,7,0,0.0
19227,2,2,0,2,2,1,2,2,2,1,1,1,5.0,5.0,1.0,1.0,40.0,1.0,115.0,4.0,1.0,Abia,4,2,0,0,2,42000.0,0.5,2,2,2,1,1,42,15,21.0,85500.0,7,0,0.0
19228,4,3,0,4,4,1,4,3,0,1,1,0,4.0,4.0,1.0,2.0,55.0,1.0,115.0,4.0,1.0,Abia,4,2,0,0,2,110000.0,0.5,4,4,3,1,1,42,11,21.0,175000.0,7,2,70000.0
